PublisherID,Publisher_Name,Country
12730,"""Chapman Billies, Inc.""","""Germany"""
12731,"""Books in Motion""","""United Status"""
12732,"""Best Books""","""Russia"""
12733,"""Ohio State University Press""","""Russia"""
12734,"""Goldmann""","""Brazil"""
12735,"""Scholars' Facsimiles &amp; Reprints""","""United Kingdom"""
12736,"""Reprint Services Corporation""","""India"""
12737,"""New Millennium Audio""","""Spain"""
12738,"""St Martins Pr""","""Germany"""
12739,"""North Books""","""Brazil"""
12740,"""North Books""","""Iran"""
12741,"""DH Audio""","""North Korea"""
12742,"""Bantam Dell Pub Group""","""Turkey"""
12743,"""Ayer Co Pub""","""Russia"""
12744,"""Ohio State University Press""","""India"""
12745,"""Ohio State University Press""","""France"""
12746,"""Sagebrush Bound""","""France"""
12747,"""ISIS Large Print Books""","""North Korea"""
12748,"""Ayer Co Pub""","""Iran"""
12749,"""Library of America""","""Japan"""
12750,"""Books in Motion""","""Japan"""
12751,"""Sparknotes""","""Turkey"""
12752,"""Ohio State University Press""","""United Status"""
12753,"""Amsco School Pubns Inc""","""Brazil"""
12754,"""New Amer Library Classics (Mm)""","""Turkey"""
12755,"""Amereon Ltd""","""Germany"""
12756,"""Houghton Mifflin College Div""","""China"""
12757,"""Random House Inc""","""Russia"""
12758,"""Dercum Audio""","""Iran"""
12759,"""Dercum Audio""","""North Korea"""
12760,"""McGraw-Hill""","""Turkey"""
12761,"""Thomson Learning""","""India"""
12762,"""Monarch Press""","""Australia"""
12763,"""Prentice Hall""","""Spain"""
12764,"""Library of America""","""Spain"""
12765,"""Random House Value Pub""","""Spain"""
12766,"""Harper Audio""","""Russia"""
12767,"""Airmont Pub Co""","""Turkey"""
12768,"""Reprint Services Corp""","""Russia"""
12769,"""Ardent Media Inc""","""Turkey"""
12770,"""Reprint Services Corporation""","""United Status"""
12771,"""Gallaudet University Press""","""Russia"""
12772,"""Starfire""","""Japan"""
12773,"""Ace Books""","""China"""
12774,"""HCI""","""Germany"""
12775,"""Oxford University Press""","""United Kingdom"""
12776,"""Penguin Putnam~mass""","""United Kingdom"""
12777,"""DK Publishing Inc""","""Turkey"""
12778,"""I Books""","""China"""
12779,"""Yearling Books""","""Iran"""
12780,"""Baen""","""Iran"""
12781,"""Baen""","""Russia"""
12782,"""Tor Fantasy""","""Iran"""
12783,"""Harlequin""","""Iran"""
12784,"""Dover Publications""","""Russia"""
12785,"""St. Martin's Paperbacks""","""United Status"""
12786,"""Wildside Press""","""Brazil"""
12787,"""Rainy Day Pr""","""Russia"""
12788,"""HarperCollins Publishers""","""China"""
12789,"""Apple""","""China"""
12790,"""Viz Communications""","""Iran"""
12791,"""Aguilar""","""Iran"""
12792,"""Berlitz Guides""","""United Kingdom"""
12793,"""Bantam""","""North Korea"""
12794,"""Award Publications""","""United Status"""
12795,"""Award Publications""","""Australia"""
12796,"""Heyne""","""Germany"""
12797,"""L�?¼bbe""","""Russia"""
12798,"""L�?¼bbe""","""United Status"""
12799,"""L�?¼bbe""","""North Korea"""
12800,"""Heyne""","""Iran"""
12801,"""Heyne""","""North Korea"""
12802,"""Ullstein Tb""","""India"""
12803,"""Readers Digest""","""United Kingdom"""
12804,"""Berkley Pub Group""","""Iran"""
12805,"""Touchstone""","""Russia"""
12806,"""Random House Large Print Publishing""","""Iran"""
12807,"""Watson-Guptill""","""United Status"""
12808,"""Sagebrush Bound""","""Turkey"""
12809,"""Chronicle Books""","""Australia"""
12810,"""Autism Asperger Publishing Company""","""Iran"""
12811,"""Roberts Rinehart Publishers""","""India"""
12812,"""Thorndike Press""","""Russia"""
12813,"""Tor Fantasy""","""Russia"""
12814,"""Harpercollins Juvenile Books""","""India"""
12815,"""St Martins Pr""","""United Status"""
12816,"""Avon Books""","""Germany"""
12817,"""Silhouette Books""","""Germany"""
12818,"""Harvard Business School Press""","""North Korea"""
12819,"""Penguin USA""","""India"""
12820,"""Avenel Books""","""India"""
12821,"""Templegate Pub""","""Japan"""
12822,"""WestBow Press""","""Brazil"""
12823,"""Sagebrush Bound""","""Australia"""
12824,"""HarperTempest""","""United Status"""
12825,"""Amistad""","""Iran"""
12826,"""LRS (Library Reproduction Service)""","""Japan"""
12827,"""Signet Classics""","""United Status"""
12828,"""Perennial""","""Australia"""
12829,"""Barbour Bargain Books""","""France"""
12830,"""Readers Digest Assn""","""Brazil"""
12831,"""G. P. Putnam's Sons""","""Germany"""
12832,"""Random House Childrens Books""","""Turkey"""
12833,"""Franklin Watts, Incorporated""","""France"""
12834,"""Margaret K. McElderry""","""Russia"""
12835,"""Reader's Digest Association""","""United Kingdom"""
12836,"""Amereon Limited""","""Germany"""
12837,"""Skylark Books""","""North Korea"""
12838,"""Scribner""","""France"""
12839,"""I Books""","""Russia"""
12840,"""Diamond Books (NY)""","""Germany"""
12841,"""Pub Group West""","""France"""
12842,"""Random House Inc""","""France"""
12843,"""Disney Press""","""Turkey"""
12844,"""Dalmatian Press""","""North Korea"""
12845,"""Poisoned Pen Press""","""Australia"""
12846,"""Penguin Putnam~mass""","""Spain"""
12847,"""Barbour Pub Inc""","""India"""
12848,"""Health Communications""","""Australia"""
12849,"""Liguori Publications""","""Italy"""
12850,"""Moody Publishers""","""Turkey"""
12851,"""Harpercollins Publisher""","""Iran"""
12852,"""Child's Play International Ltd""","""Australia"""
12853,"""Warner Books""","""North Korea"""
12854,"""Warner Books""","""United Kingdom"""
12855,"""Warner Books""","""Russia"""
12856,"""Vintage Books""","""Italy"""
12857,"""Random House~trade""","""China"""
12858,"""Dell Publishing Company""","""France"""
12859,"""Dell Publishing Company""","""Turkey"""
12860,"""Dell Publishing Company""","""Germany"""
12861,"""Warner Books""","""Turkey"""
12862,"""Distribooks Inc""","""Iran"""
12863,"""Del Rey Books""","""United Status"""
12864,"""Fawcett Books""","""India"""
12865,"""Del Rey Books""","""Germany"""
12866,"""New American Library""","""Japan"""
12867,"""Signet Book""","""Japan"""
12868,"""Dell Publishing Company""","""Russia"""
12869,"""Warner Books""","""Italy"""
12870,"""Tor Books""","""Japan"""
12871,"""Golden Books Family Entertainment""","""Iran"""
12872,"""Mysterious Press""","""Japan"""
12873,"""Warner Books""","""France"""
12874,"""Golden Books""","""Japan"""
12875,"""Golden Books""","""Brazil"""
12876,"""Mysterious Press""","""Russia"""
12877,"""Mysterious Press""","""China"""
12878,"""Golden Books""","""Russia"""
12879,"""Warner Books""","""Australia"""
12880,"""HarperTrophy""","""China"""
12881,"""Ivy Books""","""Spain"""
12882,"""Fawcett Books""","""Brazil"""
12883,"""Queens House""","""Germany"""
12884,"""Scribner""","""China"""
12885,"""Hanser""","""Russia"""
12886,"""BBC""","""Italy"""
12887,"""Hyperion Books""","""India"""
12888,"""Penguin Books""","""Australia"""
12889,"""Bdd Promotional Book Co""","""France"""
12890,"""Dell Publishing Company""","""United Kingdom"""
12891,"""International Thomson Publishing""","""United Kingdom"""
12892,"""Dell Publishing Company""","""Iran"""
12893,"""Dell Publishing Company""","""Japan"""
12894,"""Bt Bound""","""China"""
12895,"""Diamond/Charter""","""Iran"""
12896,"""Chivers""","""Russia"""
12897,"""Thorndike Pr""","""Iran"""
12898,"""IndyPublish.com""","""United Status"""
12899,"""Cooper Square Publishers""","""Russia"""
12900,"""Zondervan Publishing Company""","""Italy"""
12901,"""Golden Books""","""United Kingdom"""
12902,"""Penguin USA""","""Germany"""
12903,"""Oxford University Press""","""Turkey"""
12904,"""Tor Books""","""China"""
12905,"""Random House Inc""","""Iran"""
12906,"""Puffin Books""","""Turkey"""
12907,"""G. K. Hall &amp; Company""","""Turkey"""
12908,"""Tor Fantasy""","""France"""
12909,"""TSR""","""Turkey"""
12910,"""Wizards of the Coast""","""Italy"""
12911,"""Wizards of the Coast""","""India"""
12912,"""Wizards of the Coast""","""Japan"""
12913,"""Wizards of the Coast""","""Russia"""
12914,"""Wizards of the Coast""","""Turkey"""
12915,"""Tuttle Publishing""","""Japan"""
12916,"""Goldmann""","""India"""
12917,"""Goldmann""","""Germany"""
12918,"""Anchor Books/Doubleday""","""India"""
12919,"""Plaza &amp; Janes (Spain)""","""France"""
12920,"""Downtown Book Center Inc""","""Iran"""
12921,"""Modern Library""","""India"""
12922,"""Jove Books""","""North Korea"""
12923,"""Jove Books""","""China"""
12924,"""Time-Life Books""","""France"""
12925,"""Heyne""","""Japan"""
12926,"""Princeton University Press""","""United Status"""
12927,"""Jove Books""","""Spain"""
12928,"""Hyperion Bookclub Edition""","""Iran"""
12929,"""Reader's Digest Association""","""China"""
12930,"""Bantam Dell Pub Group""","""Russia"""
12931,"""Mariner Books""","""Russia"""
12932,"""Schneekluth""","""Germany"""
12933,"""Houghton Mifflin Company""","""Iran"""
12934,"""Harper Mass Market Paperbacks (Mm)""","""Italy"""
12935,"""Kensington Pub Corp (Mm)""","""Italy"""
12936,"""Goldmann""","""Australia"""
12937,"""Bantam Books for Young Readers""","""Germany"""
12938,"""Airmont Pub Co""","""China"""
12939,"""Pocket Books""","""India"""
12940,"""Running Pr""","""United Status"""
12941,"""Tor Books""","""Germany"""
12942,"""Henry Holt &amp; Co""","""France"""
12943,"""Mira""","""Spain"""
12944,"""Aladdin""","""Australia"""
12945,"""Abingdon Press""","""China"""
12946,"""Kensington Publishing Corporation""","""China"""
12947,"""North Point Press""","""Japan"""
12948,"""Fischer (Tb.), Frankfurt""","""Japan"""
12949,"""Gramercy Books""","""Iran"""
12950,"""Carlsen""","""North Korea"""
12951,"""Carlsen""","""United Kingdom"""
12952,"""Carlsen""","""Australia"""
12953,"""Carlsen""","""Spain"""
12954,"""Carlsen""","""Germany"""
12955,"""Ivy Books""","""Russia"""
12956,"""Harper Mass Market Paperbacks (Mm)""","""France"""
12957,"""Pocket Books""","""United Status"""
12958,"""Random House Children's Books""","""China"""
12959,"""Editions Flammarion""","""Germany"""
12960,"""Planeta Pub Corp""","""Iran"""
12961,"""Leisure Books""","""Russia"""
12962,"""Harpercollins Juvenile Books""","""United Status"""
12963,"""Harpercollins""","""Russia"""
12964,"""Planeta""","""Australia"""
12965,"""Apple (Scholastic)""","""Iran"""
12966,"""B.R. Pub. Corp""","""Spain"""
12967,"""Icon Publications""","""Russia"""
12968,"""Apple (Scholastic)""","""Russia"""
12969,"""Scholastic Paperbacks""","""Russia"""
12970,"""McClelland &amp; Stewart""","""Italy"""
12971,"""Alianza""","""United Kingdom"""
12972,"""Alianza""","""Iran"""
12973,"""Pan Macmillan""","""France"""
12974,"""Pan Macmillan""","""Russia"""
12975,"""Pan Macmillan""","""North Korea"""
12976,"""Pan Macmillan""","""Iran"""
12977,"""Ravette Publishing Ltd""","""United Kingdom"""
12978,"""Tor Books (Mm)""","""France"""
12979,"""Kensington Publishing Corp.""","""North Korea"""
12980,"""Harper Mass Market Paperbacks (Mm)""","""Germany"""
12981,"""New League Library""","""Russia"""
12982,"""Pinnacle Books""","""Iran"""
12983,"""Dorset press""","""Iran"""
12984,"""Dodd Mead""","""India"""
12985,"""Doubleday""","""Russia"""
12986,"""Smithmark Publishers""","""India"""
12987,"""Book Sales""","""Spain"""
12988,"""Mariner Books""","""Iran"""
12989,"""Harlequin Audio""","""United Status"""
12990,"""Ivy Books""","""North Korea"""
12991,"""Prentice Hall""","""India"""
12992,"""Ballantine Books""","""Spain"""
12993,"""Random House Large Print Publishing""","""Spain"""
12994,"""Scribner""","""Australia"""
12995,"""Bethany House Publishers""","""United Status"""
12996,"""St Martins Pr""","""United Kingdom"""
12997,"""Washington Square Press""","""France"""
12998,"""Houghton Mifflin Company""","""Brazil"""
12999,"""Jove Books""","""Iran"""
13000,"""Penguin USA""","""United Status"""
13001,"""Penguin Books Ltd""","""Italy"""
13002,"""Bantam Dell Pub Group""","""United Status"""
13003,"""Simon &amp; Schuster (Trade Division)""","""North Korea"""
13004,"""LGF""","""Russia"""
13005,"""Jove Books""","""France"""
13006,"""LGF""","""Iran"""
13007,"""Prentice Hall""","""United Status"""
13008,"""Dtv""","""France"""
13009,"""Sagebrush Bound""","""China"""
13010,"""Kensington Publishing Corporation""","""United Status"""
13011,"""Prentice Hall Art""","""China"""
13012,"""Mandarin""","""Russia"""
13013,"""Oxford University Press""","""United Status"""
13014,"""Reclam, Ditzingen""","""Japan"""
13015,"""McGraw-Hill""","""Japan"""
13016,"""Berkley Publishing Group""","""Japan"""
13017,"""Tusquets""","""Italy"""
13018,"""HarperTrophy""","""Iran"""
13019,"""Bethany House Publishers""","""Turkey"""
13020,"""Borders Press""","""United Kingdom"""
13021,"""Bantam""","""France"""
13022,"""St. Martin's Press""","""India"""
13023,"""Bertelsmann, M�?¼nchen""","""United Status"""
13024,"""Norton""","""India"""
13025,"""Transworld Publishers Ltd""","""Iran"""
13026,"""Holiday House""","""India"""
13027,"""Penguin Books""","""France"""
13028,"""W. W. Norton &amp; Company""","""Russia"""
13029,"""Anchor""","""Germany"""
13030,"""New Amer Library""","""Italy"""
13031,"""Ball Publishing""","""Iran"""
13032,"""Alianza""","""North Korea"""
13033,"""Doubleday""","""United Status"""
13034,"""Barnes Noble Books""","""Iran"""
13035,"""Apple""","""Iran"""
13036,"""Scribner Paper Fiction""","""Italy"""
13037,"""Scribner Paper Fiction""","""Iran"""
13038,"""Scribner Paper Fiction""","""Russia"""
13039,"""Scribner Paper Fiction""","""North Korea"""
13040,"""Viking Juvenile""","""Spain"""
13041,"""Viking Books""","""China"""
13042,"""Harpercollins""","""Germany"""
13043,"""Bertelsmann, M�?¼nchen""","""United Kingdom"""
13044,"""Bertelsmann, M�?¼nchen""","""China"""
13045,"""Scholastic Library Pub""","""Turkey"""
13046,"""Harper &amp; Row""","""Iran"""
13047,"""Putnam Pub Group""","""China"""
13048,"""Dell Publishing Company""","""Spain"""
13049,"""Dell Publishing Company""","""Brazil"""
13050,"""Jeremy P. Tarcher""","""Iran"""
13051,"""Pinnacle Books""","""Brazil"""
13052,"""Punto de Lectura""","""United Status"""
13053,"""Scholastic Paperbacks""","""Italy"""
13054,"""Scholastic Paperbacks""","""Turkey"""
13055,"""Siruela""","""Brazil"""
13056,"""Tor Books""","""Iran"""
13057,"""Warner Books> C/o Little Br""","""Australia"""
13058,"""Berkley Publishing Group""","""Iran"""
13059,"""Tor Mark Press""","""United Status"""
13060,"""McGraw-Hill Osborne Media""","""United Kingdom"""
13061,"""Aladdin""","""Germany"""
13062,"""Planeta Pub Corp""","""Brazil"""
13063,"""Alfaguara/Santillana USA""","""India"""
13064,"""Ediciones Alfaguara, S.A.""","""North Korea"""
13065,"""Ramsay""","""Spain"""
13066,"""Diogenes Verlag""","""France"""
13067,"""Aguilar, Altea, Taurus, Alfaguara, S.A. de C.""","""China"""
13068,"""Aguilar, Altea, Taurus, Alfaguara, S.A. de C.""","""Russia"""
13069,"""Ace""","""Russia"""
13070,"""John Wiley &amp; Sons Inc""","""North Korea"""
13071,"""L�?¼bbe""","""Spain"""
13072,"""HarperCollins Publishers""","""Russia"""
13073,"""Faber Faber Inc""","""Brazil"""
13074,"""Johns Hopkins University Press""","""Turkey"""
13075,"""Arango Editores""","""Iran"""
13076,"""Coppens &amp; Frenks. Publishers""","""Australia"""
13077,"""Reader's Digest""","""Russia"""
13078,"""Nord-Sud Verlag""","""United Status"""
13079,"""HarperCollins Publishers""","""Spain"""
13080,"""Bantam Books""","""Italy"""
13081,"""Anchor""","""Spain"""
13082,"""French &amp; European Pubns""","""North Korea"""
13083,"""Lumen Espana""","""United Kingdom"""
13084,"""Mouse Works""","""Australia"""
13085,"""Oxford University Press""","""Australia"""
13086,"""Ediciones 29""","""Russia"""
13087,"""Fawcett Books""","""United Status"""
13088,"""Simon &amp; Schuster Audio""","""Germany"""
13089,"""Crown Publishing Group (NY)""","""North Korea"""
13090,"""Alianza Editorial""","""Russia"""
13091,"""Vintage Books USA""","""Brazil"""
13092,"""NTC/Contemporary Publishing Company""","""Russia"""
13093,"""Scherz""","""Japan"""
13094,"""Editorial Seix Barral""","""Spain"""
13095,"""Planeta Pub Corp""","""Russia"""
13096,"""Bethany House Publishers""","""Germany"""
13097,"""Suma de Letras""","""Russia"""
13098,"""Errepar""","""Russia"""
13099,"""Amazon Press""","""Iran"""
13100,"""Signet Book""","""North Korea"""
13101,"""Penguin Books Ltd""","""North Korea"""
13102,"""Dtv""","""China"""
13103,"""Roberts Rinehart Publishers""","""Iran"""
13104,"""Mira""","""Turkey"""
13105,"""Garborg's Heart 'n Home""","""Russia"""
13106,"""Del Rey Books""","""Japan"""
13107,"""Overlook Press""","""France"""
13108,"""Heyne H�?¶rbuch, Mchn.""","""Italy"""
13109,"""Ravette Publishing Ltd""","""Iran"""
13110,"""Goldencraft""","""Brazil"""
13111,"""Peachtree Publishers""","""United Status"""
13112,"""Jove Books""","""Italy"""
13113,"""Scholastic Inc""","""Iran"""
13114,"""For Dummies""","""Japan"""
13115,"""Harlequin""","""North Korea"""
13116,"""Insel, Frankfurt""","""United Status"""
13117,"""Altaya""","""United Status"""
13118,"""Readers Digest""","""Japan"""
13119,"""HCI Espanol""","""United Kingdom"""
13120,"""Feltrinelli""","""Italy"""
13121,"""Lone Pine Publishing""","""North Korea"""
13122,"""Warner Books Inc""","""Australia"""
13123,"""Random House Audio""","""Turkey"""
13124,"""Fawcett Books""","""Italy"""
13125,"""Random House Inc""","""Japan"""
13126,"""Dtv""","""Russia"""
13127,"""Klutz Press""","""United Status"""
13128,"""Fodor's Travel Publications""","""North Korea"""
13129,"""Harper Mass Market Paperbacks (Mm)""","""Spain"""
13130,"""Random House Childrens Books""","""Spain"""
13131,"""Harlequin""","""Italy"""
13132,"""Harlequin Books""","""North Korea"""
13133,"""Silhouette""","""Russia"""
13134,"""Scribner""","""Iran"""
13135,"""Silhouette Romance""","""Brazil"""
13136,"""Lonely Planet Publications""","""China"""
13137,"""Sparknotes""","""China"""
13138,"""Pocket Books""","""United Kingdom"""
13139,"""Harper Mass Market Paperbacks""","""Japan"""
13140,"""Pocket""","""Spain"""
13141,"""Le Livre de Poche""","""India"""
13142,"""Harlequin""","""Spain"""
13143,"""Silhouette""","""Turkey"""
13144,"""Ivy Books""","""Turkey"""
13145,"""John Wiley &amp; Sons Inc""","""Germany"""
13146,"""Barnes &amp; Noble Books-Imports""","""Turkey"""
13147,"""Disney Pr""","""India"""
13148,"""Klutz Pr""","""Spain"""
13149,"""Berkley Publishing Group""","""Italy"""
13150,"""Mira""","""Russia"""
13151,"""Signet Book""","""Iran"""
13152,"""Award Publications""","""Germany"""
13153,"""HarperTrophy""","""Brazil"""
13154,"""Penguin Books""","""China"""
13155,"""Zebra Books""","""Iran"""
13156,"""Listening Library""","""China"""
13157,"""Ideals Publishing+corporation""","""Brazil"""
13158,"""Transworld Publishers Limited""","""Australia"""
13159,"""Silhouette""","""United Kingdom"""
13160,"""Kensington Publishing Corporation""","""Russia"""
13161,"""Fawcett Books""","""North Korea"""
13162,"""Aqua Quest Publications""","""Russia"""
13163,"""Wizards of the Coast""","""United Status"""
13164,"""Simon &amp; Schuster Audio""","""Brazil"""
13165,"""Penguin Highbridge Audio""","""Germany"""
13166,"""St. Martin's Minotaur""","""North Korea"""
13167,"""Penguin Books Ltd""","""Russia"""
13168,"""Crowell""","""Russia"""
13169,"""Putnam Pub Group (L)""","""Brazil"""
13170,"""Collier Books""","""Turkey"""
13171,"""Loveswept""","""North Korea"""
13172,"""Distribooks""","""Japan"""
13173,"""McGraw-Hill""","""United Status"""
13174,"""Sagebrush Bound""","""North Korea"""
13175,"""Zytglogge""","""North Korea"""
13176,"""Signet Book""","""Spain"""
13177,"""Alfred A. Knopf""","""China"""
13178,"""Vintage Books USA""","""United Kingdom"""
13179,"""Lb May &amp; Assoc Inc""","""Turkey"""
13180,"""NCUP""","""Australia"""
13181,"""Pennsylvania State University Press""","""India"""
13182,"""Houghton Mifflin""","""India"""
13183,"""Kessinger Publishing""","""Japan"""
13184,"""Audio Partners""","""United Kingdom"""
13185,"""Ohio State University Press""","""Brazil"""
13186,"""Bantam Books""","""Turkey"""
13187,"""Ayer Co Pub""","""United Kingdom"""
13188,"""Sweet Valley""","""Germany"""
13189,"""Native Amer Books Distributor""","""Brazil"""
13190,"""University Press of the Pacific""","""India"""
13191,"""Bantam Dell Pub Group""","""Brazil"""
13192,"""Ohio State University Press""","""North Korea"""
13193,"""Bedford Books""","""Iran"""
13194,"""Deutscher Taschenbuch Verlag""","""China"""
13195,"""Sagebrush Bound""","""Germany"""
13196,"""Time Warner Audio Major""","""Russia"""
13197,"""Lectorum Pubns (Adult)""","""Australia"""
13198,"""Random House""","""Russia"""
13199,"""Random House""","""Turkey"""
13200,"""Bt Bound""","""United Kingdom"""
13201,"""Thorndike Pr""","""France"""
13202,"""Paul &amp; Co Pub Consortium""","""United Status"""
13203,"""Thorndike Press""","""Iran"""
13204,"""Ulverscroft Large Print""","""Iran"""
13205,"""Donald m Grant""","""China"""
13206,"""Donald m Grant""","""North Korea"""
13207,"""Sagebrush Bound""","""United Kingdom"""
13208,"""Bt Bound""","""France"""
13209,"""Bt Bound""","""Iran"""
13210,"""Wings""","""Italy"""
13211,"""Planeta Pub Corp""","""Turkey"""
13212,"""Bt Bound""","""Brazil"""
13213,"""Reclam, Ditzingen""","""Russia"""
13214,"""Penguin USA""","""France"""
13215,"""Avon""","""Australia"""
13216,"""Thorndike Pr""","""Japan"""
13217,"""Bantam Books (Mm)""","""North Korea"""
13218,"""Grove Press""","""United Kingdom"""
13219,"""Judy Piatkus Publishers Ltd""","""Italy"""
13220,"""Judy Piatkus Publishers Ltd""","""United Status"""
13221,"""Pan Publishing""","""China"""
13222,"""Siruela""","""France"""
13223,"""Distribooks Inc""","""United Status"""
13224,"""Ace Books""","""Spain"""
13225,"""Branden Books""","""United Kingdom"""
13226,"""Waterbrook Press""","""Russia"""
13227,"""Bantam Dell Pub Group""","""Japan"""
13228,"""Harpercollins Library""","""Brazil"""
13229,"""Volo""","""China"""
13230,"""Volo""","""Iran"""
13231,"""Dramatist's Play Service""","""United Kingdom"""
13232,"""Volo""","""Spain"""
13233,"""Harcourt School""","""India"""
13234,"""Hyperion Books for Children""","""China"""
13235,"""Del Rey Books""","""Brazil"""
13236,"""Volo""","""India"""
13237,"""Hyperion Books for Children""","""Russia"""
13238,"""Volo""","""Italy"""
13239,"""Harpercollins Library""","""Iran"""
13240,"""Bantam Dell Pub Group""","""Germany"""
13241,"""Volo""","""Brazil"""
13242,"""HarperCollins Publishers""","""Germany"""
13243,"""Random House""","""China"""
13244,"""Skylark Books""","""Australia"""
13245,"""HarperCollins Publishers""","""Brazil"""
13246,"""Hyperion Books for Children""","""United Kingdom"""
13247,"""Hyperion Books for Children""","""Germany"""
13248,"""Bantam Books""","""United Status"""
13249,"""Hyperion Books for Children""","""North Korea"""
13250,"""Dramatist's Play Service""","""Japan"""
13251,"""Dramatists Play Service Inc""","""Iran"""
13252,"""Harpercollins Library""","""United Status"""
13253,"""Harpercollins Library""","""Russia"""
13254,"""Harpercollins""","""Australia"""
13255,"""Skylark Books""","""Germany"""
13256,"""Skylark Books""","""France"""
13257,"""Dramatist's Play Service""","""United Status"""
13258,"""Dramatists Play Service Inc""","""China"""
13259,"""Starfire""","""Russia"""
13260,"""Sagebrush Education Resources""","""Brazil"""
13261,"""Sagebrush Education Resources""","""France"""
13262,"""Skylark""","""France"""
13263,"""Dramatist's Play Service""","""North Korea"""
13264,"""Dramatists Play Service Inc""","""North Korea"""
13265,"""Sagebrush Education Resources""","""Turkey"""
13266,"""Warner Books Inc""","""Turkey"""
13267,"""Rough Guides Limited""","""Iran"""
13268,"""Jove Pubns""","""Iran"""
13269,"""Playboy Press""","""Australia"""
13270,"""Reprint Services Corp""","""Brazil"""
13271,"""Applewood Books""","""France"""
13272,"""Sunset Productions""","""North Korea"""
13273,"""Burt Franklin""","""Japan"""
13274,"""Academic Resources Corp""","""United Status"""
13275,"""Academic Resources Corp""","""India"""
13276,"""Yale University Press""","""Russia"""
13277,"""Yale University Press""","""Germany"""
13278,"""Yale University Press""","""United Status"""
13279,"""Yale University Press""","""Italy"""
13280,"""Yale University Press""","""India"""
13281,"""Yale University Press""","""United Kingdom"""
13282,"""University Press of the Pacific""","""North Korea"""
13283,"""University Press of the Pacific""","""France"""
13284,"""Orchard Books (NY)""","""Italy"""
13285,"""Vintage Books USA""","""China"""
13286,"""Library of America""","""United Status"""
13287,"""Reprint Services Corp""","""Italy"""
13288,"""Univ of Virginia Pr""","""United Kingdom"""
13289,"""Random House Value Publishing""","""United Kingdom"""
13290,"""Reprint Services Corporation""","""Iran"""
13291,"""Yale University Press""","""Brazil"""
13292,"""Reprint Services Corp""","""China"""
13293,"""Birch Brook Press""","""India"""
13294,"""Birch Brook Press""","""Japan"""
13295,"""Summit Publishing Group""","""Australia"""
13296,"""University Press of Kentucky""","""China"""
13297,"""Reprint Services Corp""","""Spain"""
13298,"""Augustus m Kelley Pubs""","""United Status"""
13299,"""Facts on File""","""Iran"""
13300,"""Library of America""","""Turkey"""
13301,"""Simon &amp; Schuster Merchandise &amp;""","""Germany"""
13302,"""Acorn Publishing""","""United Status"""
13303,"""W. W. Norton &amp; Company""","""Iran"""
13304,"""Simon Publications""","""Iran"""
13305,"""Peter Pauper Press""","""North Korea"""
13306,"""New Hope Press (PA)""","""India"""
13307,"""Eakins Press Foundation""","""Australia"""
13308,"""Blackstone Audiobooks""","""Spain"""
13309,"""Penguin USA""","""Brazil"""
13310,"""Acropolis Books Inc""","""North Korea"""
13311,"""Ohio Univ Pr""","""Russia"""
13312,"""Bbs Pub Corp""","""Spain"""
13313,"""Fawcett Books""","""Japan"""
13314,"""Onyx Books""","""United Status"""
13315,"""Heartsong Presents""","""Germany"""
13316,"""Del Rey Books""","""Iran"""
13317,"""Thomas Nelson Inc""","""France"""
13318,"""Orchard""","""France"""
13319,"""National Press Publications""","""Iran"""
13320,"""Tor Science Fiction""","""United Kingdom"""
13321,"""Jove Books""","""Russia"""
13322,"""Ulverscroft Large Print""","""Germany"""
13323,"""Brodart Co""","""United Kingdom"""
13324,"""Robson Books""","""United Status"""
13325,"""Jove Books""","""United Status"""
13326,"""Jove Books""","""Australia"""
13327,"""Brodart Co""","""United Status"""
13328,"""G. K. Hall &amp; Company""","""Germany"""
13329,"""Jove Books""","""Turkey"""
13330,"""Random House Value Pub""","""Australia"""
13331,"""G. K. Hall &amp; Company""","""France"""
13332,"""MacMillan Publishing Company.""","""India"""
13333,"""Ulverscroft Large Print""","""Russia"""
13334,"""Jove Books""","""Germany"""
13335,"""Berkley Pub Group (Mm)""","""Iran"""
13336,"""Jove Books""","""India"""
13337,"""G. K. Hall &amp; Company""","""United Kingdom"""
13338,"""Thorndike Pr""","""Russia"""
13339,"""Jove Books""","""Japan"""
13340,"""Ulverscroft Large Print Books""","""Italy"""
13341,"""Ulverscroft Large Print""","""North Korea"""
13342,"""MacMillan Publishing Company.""","""France"""
13343,"""Thorndike Press""","""France"""
13344,"""Harcourt""","""Turkey"""
13345,"""Romantic Times""","""China"""
13346,"""Ulverscroft Large Print""","""United Kingdom"""
13347,"""Apple Paperbacks (Scholastic)""","""India"""
13348,"""Thorndike Pr""","""Spain"""
13349,"""Ulverscroft Large Print""","""Japan"""
13350,"""Severn House Publishers""","""Italy"""
13351,"""Thorndike Press""","""United Kingdom"""
13352,"""Ulverscroft Large Print""","""France"""
13353,"""Severn House Publishers""","""Turkey"""
13354,"""Fawcett Books""","""Russia"""
13355,"""Jove Books""","""United Kingdom"""
13356,"""Penguin USA""","""Japan"""
13357,"""Brodart Co""","""Brazil"""
13358,"""Thorndike Press""","""India"""
13359,"""William A Thomas Braille Bookstore""","""Brazil"""
13360,"""Ulverscroft Large Print""","""United Status"""
13361,"""Berkley Pub Group (Mm)""","""Italy"""
13362,"""University of California Press""","""Italy"""
