BookID,Book-Title,Instock,Year-Of-Publication,Publisher_ID
35735,"""The Book of the Vision Quest: Personal Transformation in the Wilderness""",128,1987,14766
35736,"""Das Kartengeheimnis.""",496,2001,14357
35737,"""CYCLOPS          X""",482,1986,14110
35738,"""Down the Long Hills""",67,1999,14484
35739,"""Cat-Eyed Trouble""",293,1998,14846
35740,"""Body Reflexology: Healing at Your Fingertips""",495,1994,14063
35741,"""The Dark Arena""",317,1992,13744
35742,"""The Scarlet Letter (Oxford World's Classics)""",91,1998,14780
35743,"""Fragile Species""",281,1993,14544
35744,"""Also sprach Zarathustra.""",414,1978,13213
35745,"""Red Velvet""",351,1995,13355
35746,"""Murder On The Yellow Brick Road (Toby Peters Mysteries (Paperback))""",494,2000,14216
35747,"""Developmental psychology""",34,1974,13630
35748,"""Copy Cat Crimes: A Samantha Holt Mystery""",146,1995,14692
35749,"""La Edad De La Inocencia""",456,2002,13616
35750,"""The Righteous Revenge of Artemis Bonner""",163,1994,13939
35751,"""Now I Lay Me Down to Sleep (Rushford, Patricia H. Helen Bradley Mysteries.)""",95,1997,13728
35752,"""Little Women""",116,1986,13020
35753,"""HIGH STAKES""",380,1988,14110
35754,"""Jane Brody's Nutrition Book: A Lifetime Guide to Good Eating for Better Health and Weight Control by the Personal Health Columnist of the New York T""",27,1988,15014
35755,"""Full Circle""",261,1997,14863
35756,"""F�?¼nf Freunde, Neubearb., Bd.7, F�?¼nf Freunde im Zeltlager""",277,1997,14774
35757,"""A Connecticut Yankee in King Arthur's court: An authoritative text, backgrounds and sources, composition and publication, criticism (A Norton critical edition)""",454,1982,13024
35758,"""Back Roads""",412,2001,13953
35759,"""Storm Over the Lake""",412,2002,14943
35760,"""Me and Katie (The Pest)""",363,1985,14698
35761,"""In Praise of the Stepmother""",58,1991,14368
35762,"""The God of Nightmares""",486,2002,14159
35763,"""Mallory and the Dream Horse (Baby-Sitters Club, 54)""",97,1992,12557
35764,"""The Time and the Place : And Other Stories""",353,1992,14373
35765,"""Everything's Eventual : 14 Dark Tales""",209,2002,14544
35766,"""When True Night Falls (Coldfire Trilogy, Book 2)""",477,1994,14402
35767,"""Ringworld: A Novel""",193,1977,14372
35768,"""Conquest (Unicorn and Dragon, Vol II)""",206,1988,14693
35769,"""Most Wanted""",92,0,14693
35770,"""Continuous Bloom""",208,2000,13031
35771,"""Crimenes De Calle Morgue/Murders of the Rue Morgue""",314,1996,14527
35772,"""M.C. Hammer and Vanilla Ice: The Hip-Hop Never Stops""",431,1991,14080
35773,"""Angels: God's secret agents""",353,1975,14647
35774,"""Autobiography of Benjamin Franklin""",436,0,13034
35775,"""Kristy Power! (Baby-Sitters Club Friends Forever, 5)""",379,1999,14568
35776,"""JOURNEY TO THE HANGMAN (A Scribner Crime Classics)""",380,1987,14921
35777,"""TORN BRANCH (Scribner Crime Classic : An Inspector Napoleon Bonaparte Mystery)""",212,1986,14921
35778,"""VENOM HOUSE""",348,1989,14921
35779,"""DEATH OF SWAGMAN""",143,1982,14921
35780,"""The DEVILS STEPS""",128,1982,14921
35781,"""Brave Hearts (By Request)""",188,1994,13787
35782,"""Cam Jansen and the Mystery at the Haunted House (Cam Jansen Adventure)""",135,1992,14622
35783,"""Cam Jansen and the Mystery of the Babe Ruth Baseball (Cam Jansen Adventure, 6)""",350,1982,14583
35784,"""Cabin Six Plays Cupid (Camp Sunnyside Friends, No 2)""",466,1991,14953
35785,"""The Cubs and Other Stories""",57,1979,14693
35786,"""G�?¤nsehaut: Das Phantom in der Aula / Das Geisterpiano. ( Ab 10 J.).""",87,1998,14774
35787,"""G�?¤nsehaut. Nebel des Schreckens. / Das unheimliche Sommercamp. ( Ab 10 J.).""",467,2000,14774
35788,"""About Tilly Beamis""",345,1984,13045
35789,"""Going""",228,1975,14936
35790,"""The Ravensly Touch""",118,1982,14805
35791,"""Dead Letters""",131,1994,13944
35792,"""Day of Wrath""",284,1994,13944
35793,"""Natural Causes""",294,1994,13944
35794,"""Life's Work""",45,1994,13944
35795,"""Fire Lake""",108,1994,13944
35796,"""The Music Lovers""",289,1994,13944
35797,"""Missing: A Harry Stoner Novel""",100,1996,13944
35798,"""The 7th Garfield Treasury""",152,1993,14212
35799,"""Artist's Way""",436,1997,14937
35800,"""Suffer the Little Children""",109,1999,14379
35801,"""La sirena viuda""",400,2000,14409
35802,"""Mary Anne's Bad-Luck Mystery (Baby-Sitters Club (Paperback))""",222,1988,14080
35803,"""Stacey and the Mystery Money (Baby-Sitters Club Mystery, 10)""",470,1993,14080
35804,"""The ABC MURDERS""",348,1985,14110
35805,"""Karen's Big Weekend (Baby-Sitter's Little Sister, No. 44)""",86,1993,12557
35806,"""Karen's Mermaid (Baby-Sitters Little Sister, 52)""",482,1994,12557
35807,"""Jessi's Baby-Sitter (Baby-Sitters Club, 36)""",397,1990,14080
35808,"""Claudia and the Bad Joke (The Baby-sitters club)""",294,1988,14080
35809,"""El Enigma y El Espejo""",280,1997,14113
35810,"""The Jewel of Seven Stars""",380,1999,14785
35811,"""Death In the Air""",73,0,13057
35812,"""The Key to Susanna""",378,1997,14997
35813,"""Murder in Three Acts""",441,1984,14692
35814,"""The Pixy Book""",476,1996,13059
35815,"""Windows Millennium Edition: The Complete Reference""",477,2000,13060
35816,"""Over Sea, Under Stone (Cooper, Susan, Dark Is Rising Sequence.)""",342,2000,14633
35817,"""LA Senorita De Tacna""",211,1995,13211
35818,"""La ciudad y los perros""",227,1997,13063
35819,"""La vida, ese parentesis""",283,1999,13064
35820,"""Nostradamus, nouvelles prophéties""",256,1995,13065
35821,"""Gedichte.""",417,1999,14611
35822,"""La tia julia y el escribidor""",405,2000,14562
35823,"""La casa verde""",213,2000,14562
35824,"""The Lost Years of Merlin""",222,2002,13069
35825,"""The Internet for Dummies Quick Reference""",215,1994,14130
35826,"""Geisterbahn.""",68,1997,14881
35827,"""First Term at Malory Towers""",428,1988,14970
35828,"""Notebooks of Don Rigoberto""",309,0,13073
35829,"""Duty, Honor, Country: A History of West Point""",99,1999,13074
35830,"""Elogio de la madrastra (Narrativa latinoamericana)""",369,1988,13075
35831,"""Narrative of Arthur Gordon Pym of Nantucket""",449,2003,13076
35832,"""Love on Trial""",161,2002,14943
35833,"""Oops! I Made A Mistake Level 1 (Fisher Price All Star Readers)""",458,1999,13077
35834,"""Say Cheese and Die!  (Goosebumps Series)""",158,2003,14080
35835,"""Milo and the Magical Stones""",385,1997,14087
35836,"""The Mystery of the Secret Room (The 5 Find-outers)""",389,1988,14970
35837,"""With These Hands""",60,2003,13782
35838,"""Crazy Horse and Custer: The Parallel Lives of Two American Warriors""",486,1996,14373
35839,"""ElHablador""",348,1991,13082
35840,"""Los cachorros/Los jefes""",149,2001,13083
35841,"""Down the Long Hills""",374,1984,13782
35842,"""Sword in the Stone""",69,1993,14955
35843,"""The Concise Oxford Companion to Irish Literature (Oxford Paperback Reference)""",382,2000,14780
35844,"""Narraciones Extraordinarias - 3: Seleccion""",136,2001,13086
35845,"""The Lost Ship of Noah: In Search of the Ark at Ararat""",99,1988,14866
35846,"""Honest Business: A Superior Strategy for Starting and Managing Your Own Business""",333,1981,14748
35847,"""The Journal of Joshua Loper: A Black Cowboy (My Name Is America)""",25,1999,12557
35848,"""D-Day : June 6, 1944 -- The Climactic Battle of WWII""",233,2001,14919
35849,"""Five Complete Hercule Poirot Novels""",498,1987,14834
35850,"""La genealogía de la moral""",215,1972,13580
35851,"""Selected Tales (Vintage/Books Library of America)""",461,1991,14960
35852,"""Thus Spake Zarathustra""",259,1999,14495
35853,"""Das Geheimnis der Goldmine.""",306,1986,14595
35854,"""Orgia Perpetua, La""",493,1990,13094
35855,"""Contra Viento Y Marea, II: (1972-1983)""",162,1995,13211
35856,"""Contra Viento Y Marea, I: (1962-1972)""",405,1995,13211
35857,"""Inca Gold""",397,0,14110
35858,"""Dead Zone""",444,1984,14530
35859,"""From the Ashes (Jennie Mcgrady Mystery, No 10)""",301,1997,13728
35860,"""La Tia Julia y El Escribidor""",43,2003,14410
35861,"""Clifford at the Circus (Clifford the Big Red Dog (Paperback))""",457,1990,12557
35862,"""Under the Influence""",41,1983,13782
35863,"""The Power of Healing (Life Touched with Wonder)""",308,2002,14443
35864,"""El Diario de Adan y Eva""",340,1999,13863
35865,"""The Oval Portrait""",496,0,13099
35866,"""Christine""",187,1983,14762
35867,"""Bad Death of Eduard Delacroix (Green Mile S.)""",224,1996,14346
35868,"""Ice Candy Man.""",278,2000,14357
35869,"""The Heartbeat of Irish Music""",59,1997,14296
35870,"""Courage Tree""",133,2001,14981
35871,"""Borrowed Dreams (Silhouette Special Edition #241)""",415,1985,14943
35872,"""A Little Spoonful of Chicken Soup for the Teenage Soul (Chicken Soup for the Soul)""",221,1999,14811
35873,"""Ringworld Engineers""",326,1981,13766
35874,"""The Sisters""",454,2003,14843
35875,"""Gl�?¼cksspieler. 2 Cassetten.""",61,2001,13108
35876,"""Garfield Pocket Books: Life and Lasagne (Garfield Pocket Books)""",95,1986,14602
35877,"""Happy Birthday, Garfield! (Golden Book for Early Childhood)""",309,1989,13110
35878,"""How to Meet a Gorgeous Guy: A Novel""",61,1983,14297
35879,"""Kiss a Mule, Cure a Cold: Omens, Signs and Sayings""",257,1988,13111
35880,"""Dead Zone""",115,1983,14762
35881,"""Marrying Stone""",387,1994,13355
35882,"""Day We Walked On the Moon Photo History""",463,1990,14207
35883,"""The Internet for Dummies""",458,2002,13114
35884,"""Something Borrowed, Something Blue (Harlequin Intrigue, No 296)""",402,1994,13787
35885,"""Wie man wird, was man ist. Ermutigungen zum kritischen Denken.""",479,2000,14918
35886,"""Dracula""",145,1995,13117
35887,"""Home Made Best Made: Hundreds of Ways to Make All Kinds of Useful Things (Reader's Digest General Books)""",152,1998,14526
35888,"""Sopa de pollo para el alma del adolescente: relatos sobre la vida, el amor y el aprendizaje""",43,1999,13869
35889,"""Jane Brody's Good Seafood Book""",396,1995,14212
35890,"""Piccoli equivoci senza importanza (I Narratori)""",338,1985,13120
35891,"""Earthquake: Surviving the Big One""",397,1992,13121
35892,"""The Resurrectionist""",161,1995,14446
35893,"""By the Light of the Moon""",115,2002,14538
35894,"""Postern of Fate""",457,1973,14776
35895,"""A Vow of Silence""",141,1994,14866
35896,"""Chicago Loop""",389,1991,14624
35897,"""Faszination des Grauens. 11 Meistererz�?¤hlungen.""",364,1998,14357
35898,"""Le Train bleu""",241,1982,14705
35899,"""Kilrone""",399,1982,13782
35900,"""The Klutz Book of Knots: How to Tie the World's 24 Most Useful Hitches, Ties, Wraps, and Knots""",88,1985,14451
35901,"""Fodor's Washington, D.C. '94: The Complete Guide to the Capital, Including Arlington, ... (Fodor's Washington, D.C.)""",250,1993,14749
35902,"""A Kiss to Dream on""",302,1998,13944
35903,"""Nothing Else Matters (Harper Monogram)""",413,1995,14971
35904,"""Agatha Christie: 5 Complete Hercule Poirot Novels (Avenel Suspense Classics)""",35,1990,14474
35905,"""The Mystery of the Haunted Castle (Ghost Twins, No 8)""",148,1995,14619
35906,"""Sweetheart, Evil Heart (Seniors a Fear Street Super Chiller, No 8)""",378,1999,14916
35907,"""Sooner or Later""",374,1998,14970
35908,"""Heart Of Ice  (Western Lovers #15) (Western Lovers Series)""",427,1995,13787
35909,"""Betrayed by Love (Western Lovers)""",209,1995,14980
35910,"""Betrayed By Love (Silhouette Desire, No 391)""",374,1987,14943
35911,"""CASE OF THE MISSING BRONTE (A Perry Trethowan Novel)""",281,1983,14544
35912,"""Flight of the Old Dog""",192,2003,14692
35913,"""Ideal Marriage?""",469,2001,13787
35914,"""Passion Flower (Silhouette Romance, # 328)""",197,1984,13135
35915,"""Lonely Planet Russian Phrasebook: With Two-Way Dictionary (Lonely Planet Russian Phrasebook)""",323,2000,13136
35916,"""Spark Notes Oedipus Trilogy""",370,2003,13137
35917,"""Murder With Mirrors""",323,0,14618
35918,"""The Seven Dials Mystery""",287,1997,14008
35919,"""PKT FULL OF RYE""",332,1981,14110
35920,"""Le train bleu""",407,1992,14713
35921,"""Bound By A Promise""",495,2004,14943
35922,"""Dream's End (Reader's Choice)""",275,2004,14943
35923,"""If Winter Comes (Reader's Choice)""",292,2004,14943
35924,"""Rawhide Man""",404,1994,14981
35925,"""Coltrain'S Proposal  (Wedding Month/Long, Tall Texan) (Silhouette Romance, No 1103)""",294,1995,14943
35926,"""September Morning  (Western Weddings) (Here Come the Grooms)""",85,1996,13787
35927,"""Woman Hater (Silhouette Romance 532)""",68,1987,14943
35928,"""Princess Bride (Virgin Brides/Long, Tall Texans) (Silhouette Romance , No 1282)""",378,1998,14943
35929,"""Trilby""",343,1993,14869
35930,"""Fire And Ice""",366,1993,14943
35931,"""Matt Caldwell: Texas Tycoon (Long, Tall Texans) (Silhouette Special Edition, 1297)""",383,2000,14943
35932,"""Magnolia""",143,1997,14869
35933,"""Unix for Dummies (For Dummies S.)""",196,1993,14130
35934,"""Little Women""",443,2004,14125
35935,"""Zombies (Shock Shots Collector's Book No 2)""",486,1993,12557
35936,"""The Cuckoo Child""",26,1994,14243
35937,"""The Official Koosh Book/With 3 Mini-Kooshes""",58,1992,13148
35938,"""Cattlemans Choice (Mira)""",157,2000,13787
35939,"""Broken Arrow: A Novelization""",323,1995,14692
35940,"""The Real Life of Alejandro Mayta (Vintage International)""",321,1989,14960
35941,"""Rage Of Passion""",245,1999,14981
35942,"""Norah: Orchard Valley Trilogy, Vol. 3 (Harlequin Romance, No 3244)""",330,1992,13787
35943,"""Hoodwinked (Men At Work) (Men at Work , No 1)""",162,1998,13787
35944,"""Ventana secreta, jardín secreto""",269,1995,14762
35945,"""Courtship Of Carol Sommars (Harlequin Special Edition, No 606)""",376,1990,14943
35946,"""The Magic Needle (Enid Blyton's Popular Rewards: Series X)""",483,2002,14468
35947,"""Stuart Finds His Way Home (Stuart Little Movie Tie-In)""",63,1999,13939
35948,"""Electra and Other Plays (Classics S.)""",252,1953,14368
35949,"""The Pale Horse""",432,1985,14110
35950,"""Last Stubborn Cowboy (4 Tots For 4 Texans) (Harlequin American Romance, 785)""",312,1999,13787
35951,"""To Love a Stranger""",205,1993,14223
35952,"""Spider Sparrow""",399,2000,13156
35953,"""Chicken and Poultry Cookbook""",471,0,14818
35954,"""Baby 2000 (Delivery Room Dads) (Harlequin American Romance, 802)""",40,1999,13787
35955,"""Night of Love (Silhouette Desire, No. 799)""",70,1993,14943
35956,"""Secret Agent Man (Man Of The Month) (Silhouette Desire No, 5829)""",42,1993,14943
35957,"""Ethan (Silhouette Romance, No 694)""",27,1989,14943
35958,"""Men at Arms (Discworld Series)""",394,2000,13158
35959,"""Lady Love (Silhouette Desire, NO. 175)""",215,1984,14943
35960,"""Patient Nurse  (Man Of The Month) (Harlequin Desire, No 1099)""",229,1997,14943
35961,"""Ms. Fortune's Man""",211,1996,13782
35962,"""Snow Kisses""",310,1997,14981
35963,"""The Twelfth Garfield Fat Cat 3-Pack (Garfield Fat Cat Three Pack)""",397,2001,14212
35964,"""Evan (Silhouette Romance, No 819)""",414,1991,14943
35965,"""This Heart of Mine""",43,1985,14212
35966,"""Inca Gold (Dirk Pitt Adventures (Paperback))""",191,2001,14110
35967,"""Her Best Man (Men!) (Silhouette Romance , No 1321)""",129,1998,14943
35968,"""The Portable Oscar Wilde (Viking Portable Library)""",230,1981,14368
35969,"""Captive Dreams (Zebra Heartfire Romance)""",73,1988,14846
35970,"""Highland Bride""",354,1999,14866
35971,"""Time/Steps""",306,1986,14784
35972,"""The Chaos Balance (Saga of Recluce)""",37,1998,12908
35973,"""Lieberman's Thief""",440,1996,14866
35974,"""Fortune Telling by Tarot Cards""",46,1985,13162
35975,"""The Silent Blade (Forgotten Realms Fantasy Adventure)""",300,1998,14992
35976,"""Sea of Swords (Forgotten Realms: Paths of Darkness)""",164,2001,14992
35977,"""Unlikely Alliances""",139,2002,13787
35978,"""Bag Of Bones Cassette""",299,1998,14919
35979,"""OLD PATAGONIA EXP""",47,1980,14110
35980,"""The Green Mile: The Bad Death of Eduard Delacroix""",360,1996,14166
35981,"""Why Didn't They Ask Evans? (St. Martin's Minotaur Mysteries)""",171,2002,14185
35982,"""Ethan Frome (Penguin Popular Classics)""",483,1995,14346
35983,"""Quarterback""",415,1982,13168
35984,"""Better Football for Boys""",472,1980,13169
35985,"""Little Women,: Or, Meg, Jo, Beth and Amy, Parts I and II""",466,1975,13170
35986,"""Mac's Angels: Sinner and Saint (Loveswept, No 791)""",309,1996,14752
35987,"""Corazones En Atlantida""",306,2002,13833
35988,"""Better Health Through Natural Healing: How to Get Well Without Drugs or Surgery""",359,1988,13630
35989,"""Inka- Gold.""",170,1997,14576
35990,"""The Dark Half""",463,1999,14484
35991,"""Verheizte Menschen geben keine Wärme: Pläyer für eine selbstbewusste Kultur""",38,1985,13175
35992,"""The Chester Charade (Signet Regency Romance)""",98,1999,14762
35993,"""Das Licht der Phantasie. Ein Roman aus der bizarren Scheibenwelt.""",385,1989,14726
35994,"""Charlie Muffin's Miracle Mouse""",249,1999,13924
35995,"""Revenge of the Body Squeezers (Give Yourself Goosebumps, Special Edition, No 6)""",229,1999,12557
35996,"""It Came from the Internet (Give Yourself Goosebumps, No 33)""",161,1999,12557
35997,"""Last Letters from Hav""",165,1989,14960
35998,"""House of the Seven Gables (Classics Library (NTC))""",118,1997,13965
35999,"""Hawthorne's Tales (Masterworks of Literature)""",138,1997,13180
36000,"""Hawthorne's Lost Notebook, 1835-1841: Facsimile from the Pierpont Morgan Library""",93,1978,13181
36001,"""Great Stone Face and Other Tales of the White Mountains""",196,1985,14403
36002,"""Great Stone Face""",88,1997,13183
36003,"""Great Short Works of Nathaniel Hawthorne""",289,1977,14693
36004,"""Great American Suspense: Five Unabridged Classics (Audio Editions Mystery Masters)""",144,2000,14760
36005,"""French and Italian Notebooks (Centenary Edition of the Works of Nathaniel Hawthorne)""",278,1980,13192
36006,"""Four Great American Classics: The Scarlet Letter, the Adventures of Huckleberry Finn, the Red Badge of Courage, Billy Budd, Sailor""",163,1986,13782
36007,"""Fanshawe (Short story index reprint series)""",443,1992,13187
36008,"""English Notebooks, 1853-1856 (Centenary Edition of the Works of Nathaniel Hawthorne)""",46,1997,13192
36009,"""Elixir of Life Manuscripts (Centenary Edition of the Works of Nathaniel Hawthorne)""",285,1977,13192
36010,"""Dr. Heidegger's Experiment (Classic Short Stories Series)""",64,1991,12726
36011,"""Jessica Plays Cupid (Sweet Valley Kids, 56)""",203,1995,14896
36012,"""Dolliver Romance Fanshawe, Septimus Felton With an Appendix        Containing the Ancestral Footstep""",482,1976,13189
36013,"""Doctor Grimshawe's Secret""",47,2002,13283
36014,"""Complete Short Stories of Nathaniel Hawthorne""",228,1959,14297
36015,"""Blithedale Romance and Fanshawe (Centenary Edition of the Works of Nathaniel Hawthorne, Vol 3)""",395,1965,13192
36016,"""Blithedale Romance (Bedford Cultural Editions)""",113,1996,13193
36017,"""American Short Stories: Amerikanische Kurzgeschichten""",280,1997,13194
36018,"""A Wonder Book, and Tanglewood Tales (The Centenary Edition of the Works of Nathaniel Hawthorne, V. 7. Writings for Children, 2)""",452,1972,13192
36019,"""A Wonder Book for Boys &amp; Girls""",321,1998,14785
36020,"""A Wonder Book for Boys &amp; Girls""",201,1999,14484
36021,"""Scarlett Letter""",125,1994,14164
36022,"""Horror 3""",222,1995,13211
36023,"""Horror 2: Los Mejores Relatos De \Twilight Zone\""""""",79,1986,14062
36024,"""Horror 2, Los Relatos De Twilight Zone""",56,1995,13211
36025,"""Hearts In Atlantis (All You Want to Know)""",123,1999,14919
36026,"""Gray Matter and Other Stories""",97,1993,14748
36027,"""Graveyard Shift and Other Stories from Night Shift""",148,1994,14748
36028,"""Frankenstein/Dracula/Dr. Jekyll and Mr. Hyde""",385,1999,13916
36029,"""Eyes of the Dragon: A Story (G.K. Hall large print book series)""",122,1988,13412
36030,"""Economic Rationalism: Dead End or Way Forward?""",218,1994,13202
36031,"""Dolores Claiborne""",428,1992,14408
36032,"""Different Seasons (Thorndike Large Print Famous Authors Series)""",331,2000,14910
36033,"""Dead Zone (Charnwood Library)""",376,1983,13376
36034,"""The Gunslinger (The Dark Tower, Book 1)""",152,1976,12836
36035,"""The Waste Lands (The Dark Tower, Book 3)""",265,1991,13206
36036,"""The Drawing of the Three (The Dark Tower, Book 2)""",331,1985,13206
36037,"""Cycle of the Werewolf""",425,1999,14484
36038,"""Cujo (The Stephen King Collectors Edition)""",161,1994,14408
36039,"""Coffey's Hands""",291,1999,13916
36040,"""Coffey on the Mile""",262,1999,13916
36041,"""Tarot in Action: An Introduction to Simple and More Complex Tarot Spreads""",345,1987,14693
36042,"""Stephen King: Three Complete Novels: Carrie, 'Salems' Lot &amp; The Shining""",244,2002,13408
36043,"""Carretera Maldita""",334,1995,13211
36044,"""Bad Death of Eduard Delacroix #4""",450,1999,13916
36045,"""Bachman Books: Four Early Novels by Stephen King""",448,2000,13916
36046,"""Das Bildnis des Dorian Gray.""",440,1992,13213
36047,"""The Case of the Missing Bronte""",406,1994,14408
36048,"""The Reef""",201,2000,14998
36049,"""Emily Bronte (The British Library Writers' Lives)""",376,2000,14780
36050,"""Case of the Missing Bronte""",148,1984,13412
36051,"""Crybaby Lois (Sweet Valley Kids, No 11)""",321,1990,14157
36052,"""Safe In His Arms (Try To Remember) (Intimate Moments, No 1002)""",463,2000,14943
36053,"""Woman In Black (Harlequin Intrigue, No 450)""",59,1997,13787
36054,"""Green River Daydreams""",253,2002,14570
36055,"""The Armada Boy (A West Country Murder Mystery)""",402,1999,13220
36056,"""Schiffsmeldungen.""",342,2003,14345
36057,"""An Unhallowed Grave (A Wesley Peterson Crime Novel)""",190,2000,13220
36058,"""Bonecrack""",94,1997,13221
36059,"""Vita Brevis""",294,1998,14113
36060,"""Dolores Claiborne""",85,1996,14405
36061,"""World of Ptavvs""",64,1981,14212
36062,"""Neutron Star""",59,1996,13766
36063,"""The Patchwork Girl""",43,1984,14938
36064,"""After the Music / Dream's End (Duets, Book 4)""",359,1990,14943
36065,"""Diana Palmer Duets Book #5""",423,1990,14943
36066,"""Salome""",449,1989,13225
36067,"""As Silver Refined: Learning to Embrace Life's Disappointments""",198,1998,13226
36068,"""When a Darkness Falls""",320,1984,14297
36069,"""To Take a Dare""",30,1986,13782
36070,"""The Undertaker's Gone Bananas""",477,1978,14637
36071,"""P.C. Hawke Mysteries: The Surfing Corpse - Book #2 (PC Hawke Mysteries)""",461,2001,13241
36072,"""P.C. Hawke Mysteries: The Square Root of Murder - Book #5 (P.C. Hawke Mysteries, 5)""",245,2002,13241
36073,"""The Secret Affairs of Mildred Wild.""",301,1998,13263
36074,"""P.C. Hawke Mysteries: The Scream Museum - Book #1 (P.C. Hawke Mysteries, 1)""",138,2001,13241
36075,"""The Pigman: With Connections""",468,1998,13233
36076,"""The Pigman's Legacy""",188,1999,14484
36077,"""P.C. Hawke Mysteries: The Phantom of 86th Street - Book #8 (PC Hawke Mysteries)""",111,2002,13241
36078,"""The Petrified Parrot (P.C. Hawke Mysteries, 11)""",404,2004,14725
36079,"""Riddle of the Seven Realms""",295,1989,13766
36080,"""P.C. Hawke Mysteries: The Lethal Gorilla - Book #4 (P.C. Hawke Mysteries, 4)""",254,2001,13241
36081,"""The Houdini Whodunit (P.C. Hawke Mysteries, 9)""",62,2002,14725
36082,"""P.C. Hawke Mysteries: The Gourmet Zombie - Book #7 (PC Hawke Mysteries)""",222,2002,13241
36083,"""The Girl Who Wanted a Boy""",114,1981,14637
36084,"""The Girl Who Wanted""",144,1989,14297
36085,"""The Gadget""",80,2001,14375
36086,"""P.C. Hawke Mysteries: The E-Mail Murders - Book #3 (PC Hawke Mysteries)""",289,2001,13241
36087,"""The Amazing and Death-Defying Diary of Eugene Dingman""",444,1987,14970
36088,"""Trump: How to Get Rich""",303,2004,14748
36089,"""The 100 % Laugh Riot (The Wacky Facts Lunch Bunch, No 4)""",177,1994,14895
36090,"""Reef of Death""",207,1998,14970
36091,"""Rats""",222,1999,14725
36092,"""Raptor (Raptor)""",81,1998,14725
36093,"""The Pigman""",247,1968,14375
36094,"""Pardon Me, You're Stepping on My Eyeball (Bantam Starfire Book)""",126,1984,13782
36095,"""Night of the Bat""",29,2001,14725
36096,"""My Darling, My Hamburger""",282,1971,14916
36097,"""Loch""",173,1999,14484
36098,"""Let Me Hear You Whisper and The Ladies Should Be in Bed.""",487,1998,13263
36099,"""Ladies at the Alamo.""",288,1998,14252
36100,"""I Never Loved Your Mind""",396,1970,14637
36101,"""I Love My Mother""",115,1975,14637
36102,"""Harry and Hortense at Hormone High (Charlotte Zolotow Book)""",417,1984,14693
36103,"""Fright Party (Wacky Facts Lunch Bunch, No 2)""",61,1993,14895
36104,"""Fifth Grade Safari (Wacky Facts Lunch Bunch)""",95,1993,14895
36105,"""Every 17N Minutes the Crowd Goes Crazy!""",213,2000,13263
36106,"""The Effects of Gamma Rays on Man in the Moon Marigolds.""",366,1998,14252
36107,"""Doom Stone""",36,1999,14484
36108,"""P.C. Hawke Mysteries: Death on the Amazon - Book #6 (P.C. Hawke Mysteries, 6)""",367,2002,13241
36109,"""David &amp; Della: A Novel""",81,1995,14616
36110,"""David &amp; Della""",112,1999,14707
36111,"""Confessions of a Teenage Baboon""",81,1999,14707
36112,"""Attack of the Killer Fishsticks (Wacky Facts Lunch Bunch No. 1)""",490,1993,13262
36113,"""And Miss Reardon Drinks a Little.""",383,1971,13263
36114,"""Amulets Against the Dragon Forces.""",328,1998,14252
36115,"""A Star for the Latecomer""",249,1985,13782
36116,"""A Begonia for Miss Applebaum""",107,1999,14707
36117,"""Fear in Yesterday's Rings: A Mongo Mystery (A Mongo Mystery)""",497,1991,14446
36118,"""The Rough Guide to Venice and the Vento (Rough Guide Venice)""",26,2001,13267
36119,"""Winter Song""",371,1984,13268
36120,"""Siren Song""",132,1981,13269
36121,"""Complete Works 10 Volumes [2,6,7,8,9] (Notable American Authors)""",194,1806,13297
36122,"""The Way to Wealth""",397,1986,13271
36123,"""The United States Constitution""",430,1997,13272
36124,"""The Sayings of Poor Richard: The Prefaces, Proverbs, and Poems of Benjamin Franklin, Originally Printed in Poor Richard's Almanacs for 1773-1758""",478,1974,13273
36125,"""The Prose of the Minor Connecticut Wits""",188,1999,14335
36126,"""The Poetry of Minor Connecticut Wits""",249,2000,14335
36127,"""The Papers of Benjamin Franklin: November 16, 1780, Through April 30, 1781 (Papers of Benjamin Franklin)""",487,1998,13291
36128,"""The Papers of Benjamin Franklin: November 1, 1779 Through February 29, 1780 (Papers of Benjamin Franklin)""",326,1995,13291
36129,"""The Papers of Benjamin Franklin: May 1 Through September 30, 1777 (Papers of Benjamin Franklin)""",112,1984,13291
36130,"""The Papers of Benjamin Franklin: May 1 Through October 31, 1781 (Papers of Benjamin Franklin)""",94,2000,13291
36131,"""The Papers of Benjamin Franklin: March 1 Through June 30, 1780 (Papers of Benjamin Franklin)""",125,1996,13291
36132,"""The Papers of Benjamin Franklin: March 1 Through June 30, 1779 (Papers of Benjamin Franklin)""",413,1992,13291
36133,"""The Papers of Benjamin Franklin: July 1 Through October 31, 1779 (Papers of Benjamin Franklin)""",477,1994,13291
36134,"""The Papers of Benjamin Franklin: July 1 Through Novermber 15, 1780 (Papers of Benjamin Franklin)""",171,1998,13291
36135,"""The Papers of Benjamin Franklin: January 1767 to December 1767 (Papers of Benjamin Franklin)""",43,1970,13291
36136,"""The Life of Benjamin Franklin""",330,2000,13283
36137,"""The Life of Benjamin Franklin""",141,2000,13283
36138,"""The Hatmaker's Sign: A Story by Benjamin Franklin""",326,2000,14660
36139,"""The Autobiography (Rep)""",421,1990,14960
36140,"""Silence Dogood, the Busy-Body, and Early Writings: Boston and London, 1722-1726, Philadelphia, 1726-1757, London, 1757-1775""",172,2002,14288
